experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device1,tinyllama,25,feedback,"response:
sure! here",False,3.75,2230.23
E2-accuracy,device1,tinyllama,26,feedback,feedback,True,3.44,2484.29
E2-accuracy,device1,tinyllama,27,feedback,inquiry,False,3.4,2505.52
E2-accuracy,device1,tinyllama,28,feedback,"response:
the email ",False,3.86,2157.05
E2-accuracy,device1,tinyllama,29,feedback,feedback,True,3.71,2263.94
E2-accuracy,device1,tinyllama,30,feedback,complaint,False,4.13,1990.48
E2-accuracy,device1,tinyllama,31,spam,response: congratula,False,3.11,2790.17
E2-accuracy,device1,tinyllama,32,spam,"response:
catgoer: t",False,3.33,2569.87
E2-accuracy,device1,tinyllama,33,spam,inquiry,False,3.63,2328.81
E2-accuracy,device1,tinyllama,34,spam,"response:
dear value",False,3.08,2818.38
E2-accuracy,device1,tinyllama,35,spam,"response:
the email ",False,3.45,2464.66
E2-accuracy,device1,tinyllama,36,spam,inquiry,False,3.04,2865.05
E2-accuracy,device1,tinyllama,37,spam,complaint,False,3.25,2649.65
E2-accuracy,device1,tinyllama,38,spam,"response:
catgoer: """,False,3.3,2595.04
E2-accuracy,device1,tinyllama,39,spam,complaint,False,2.94,2960.91
E2-accuracy,device1,tinyllama,40,spam,"response:
categoary:",False,2.87,3042.47
E2-accuracy,device1,tinyllama,41,urgent,urgent,True,3.38,2536.18
E2-accuracy,device1,tinyllama,42,urgent,urgent,True,3.8,2196.49
E2-accuracy,device1,tinyllama,43,urgent,complaint,False,3.66,2311.37
E2-accuracy,device1,tinyllama,44,urgent,complaint,False,2.94,2847.25
E2-accuracy,device1,tinyllama,45,urgent,"response:
catgoer: """,False,3.69,2248.99
E2-accuracy,device1,tinyllama,46,urgent,complaint,False,3.46,2470.0
E2-accuracy,device1,tinyllama,47,urgent,inquiry,False,3.53,2411.5
E2-accuracy,device1,tinyllama,48,urgent,urgent,True,3.75,2240.19
E2-accuracy,device1,tinyllama,49,urgent,complaint,False,3.4,2517.47
E2-accuracy,device1,tinyllama,50,urgent,"response:
categoory:",False,3.65,2306.06
E2-accuracy,device1,tinyllama,51,inquiry,inquiry,True,3.51,2428.58
E2-accuracy,device1,tinyllama,52,inquiry,"response:
yes, you c",False,4.23,1941.65
E2-accuracy,device1,tinyllama,53,complaint,"response:
the email ",False,3.41,2497.67
E2-accuracy,device1,tinyllama,54,complaint,"response:
the email ",False,3.91,2121.66
E2-accuracy,device1,tinyllama,55,feedback,"response:
the email ",False,3.57,2363.75
E2-accuracy,device1,tinyllama,56,feedback,feedback,True,3.44,2421.93
E2-accuracy,device1,tinyllama,57,spam,complaint,False,2.86,2968.66
E2-accuracy,device1,tinyllama,58,spam,response: congratula,False,2.6,3317.89
E2-accuracy,device1,tinyllama,59,urgent,urgent,True,3.23,2574.82
E2-accuracy,device1,tinyllama,60,urgent,complaint,False,2.86,2949.15
E2-accuracy,device1,tinyllama,61,inquiry,complaint,False,3.38,2458.33
E2-accuracy,device1,tinyllama,62,inquiry,"response:
the email ",False,3.85,2107.19
E2-accuracy,device1,tinyllama,63,complaint,complaint,True,2.89,2932.13
E2-accuracy,device1,tinyllama,64,complaint,complaint,True,3.4,2512.93
E2-accuracy,device1,tinyllama,65,feedback,feedback,True,3.21,2667.92
E2-accuracy,device1,tinyllama,66,feedback,"response:
the email ",False,3.88,2153.44
E2-accuracy,device1,tinyllama,67,spam,"response:
the email ",False,2.91,2989.71
E2-accuracy,device1,tinyllama,68,spam,response: thank you ,False,3.31,2587.65
E2-accuracy,device1,tinyllama,69,urgent,urgent,True,3.58,2372.16
E2-accuracy,device1,tinyllama,70,urgent,"response:
catgoer: """,False,3.14,2748.42
E2-accuracy,device1,tinyllama,71,inquiry,"response:
yes, we ac",False,3.65,2243.09
E2-accuracy,device1,tinyllama,72,inquiry,"response:
based on t",False,3.72,2221.0
E2-accuracy,device1,tinyllama,73,complaint,"response:
the email ",False,3.61,2188.21
E2-accuracy,device1,tinyllama,74,complaint,"response:
the email ",False,3.46,2439.8
E2-accuracy,device1,tinyllama,75,feedback,complaint,False,3.52,2404.26
E2-accuracy,device1,tinyllama,76,feedback,"response:
thank you ",False,3.25,2653.82
E2-accuracy,device1,tinyllama,77,spam,complaint,False,2.92,2988.35
E2-accuracy,device1,tinyllama,78,spam,"response:
the email ",False,3.25,2638.08
E2-accuracy,device1,tinyllama,79,urgent,inquiry,False,3.16,2723.58
E2-accuracy,device1,tinyllama,80,urgent,inquiry,False,3.3,2607.66
E2-accuracy,device1,tinyllama,81,inquiry,"response:
yes, our r",False,3.8,2196.06
E2-accuracy,device1,tinyllama,82,inquiry,complaint,False,3.67,2291.15
E2-accuracy,device1,tinyllama,83,complaint,complaint,True,3.62,2337.51
E2-accuracy,device1,tinyllama,84,complaint,complaint,True,3.62,2331.58
E2-accuracy,device1,tinyllama,85,feedback,feedback,True,3.72,2264.35
E2-accuracy,device1,tinyllama,86,feedback,"response:
the email ",False,3.68,2296.01
E2-accuracy,device1,tinyllama,87,spam,"response:
categoary:",False,3.2,2686.32
E2-accuracy,device1,tinyllama,88,spam,complaint,False,3.08,2806.81
E2-accuracy,device1,tinyllama,89,urgent,urgent,True,3.32,2582.57
E2-accuracy,device1,tinyllama,90,urgent,inquiry,False,3.4,2504.91
E2-accuracy,device1,tinyllama,91,inquiry,"response:
thank you ",False,3.04,2860.77
E2-accuracy,device1,tinyllama,92,inquiry,"response:
yes, we do",False,3.68,2285.25
E2-accuracy,device1,tinyllama,93,complaint,"response:
the email ",False,3.73,2268.57
E2-accuracy,device1,tinyllama,94,complaint,complaint,True,3.49,2434.37
E2-accuracy,device1,tinyllama,95,feedback,"response:
thank you ",False,3.65,2312.18
E2-accuracy,device1,tinyllama,96,feedback,inquiry,False,2.37,2622.57
E2-accuracy,device1,tinyllama,97,spam,inquiry,False,3.16,2722.92
E2-accuracy,device1,tinyllama,98,spam,inquiry,False,3.21,2675.01
E2-accuracy,device1,tinyllama,99,urgent,inquiry,False,3.17,2707.67
E2-accuracy,device1,tinyllama,100,urgent,urgent,True,3.31,2583.38
E2-accuracy,device1,tinyllama-q5,1,inquiry,complaint,False,1.69,5380.94
E2-accuracy,device1,tinyllama-q5,2,inquiry,"response:
sure! base",False,4.32,1760.94
E2-accuracy,device1,tinyllama-q5,3,inquiry,"response: ""return po",False,4.12,1870.52
E2-accuracy,device1,tinyllama-q5,4,inquiry,complaint,False,4.5,1659.36
E2-accuracy,device1,tinyllama-q5,5,inquiry,complaint,False,4.46,1707.54
E2-accuracy,device1,tinyllama-q5,6,inquiry,"response: yes, your ",False,4.48,1685.46
E2-accuracy,device1,tinyllama-q5,7,inquiry,"response:
according ",False,4.77,1536.78
E2-accuracy,device1,tinyllama-q5,8,inquiry,"response:
the email ",False,4.6,1599.16
E2-accuracy,device1,tinyllama-q5,9,inquiry,"response:
bulk disco",False,4.66,1581.04
E2-accuracy,device1,tinyllama-q5,10,inquiry,response: the email ,False,3.98,1943.14
E2-accuracy,device1,tinyllama-q5,11,complaint,"response:
the email ",False,4.58,1604.22
E2-accuracy,device1,tinyllama-q5,12,complaint,"response: ""this emai",False,4.53,1653.7
E2-accuracy,device1,tinyllama-q5,13,complaint,"response:
the email ",False,4.02,1917.19
E2-accuracy,device1,tinyllama-q5,14,complaint,inquiry,False,4.14,1851.2
E2-accuracy,device1,tinyllama-q5,15,complaint,"response:
this email",False,4.6,1606.5
E2-accuracy,device1,tinyllama-q5,16,complaint,"response:
according ",False,4.09,1868.53
E2-accuracy,device1,tinyllama-q5,17,complaint,"response:
according ",False,4.03,1928.44
E2-accuracy,device1,tinyllama-q5,18,complaint,inquiry,False,4.28,1778.91
E2-accuracy,device1,tinyllama-q5,19,complaint,"response:
this email",False,3.94,1975.33
E2-accuracy,device1,tinyllama-q5,20,complaint,"response:
this email",False,4.01,1929.37
E2-accuracy,device1,tinyllama-q5,21,feedback,feedback,True,4.08,1785.01
E2-accuracy,device1,tinyllama-q5,22,feedback,inquiry,False,4.7,1552.79
E2-accuracy,device1,tinyllama-q5,23,feedback,"response:
the email ",False,4.39,1718.75
E2-accuracy,device1,tinyllama-q5,24,feedback,"response:
this email",False,4.33,1738.96
E2-accuracy,device1,tinyllama-q5,25,feedback,response: please add,False,4.56,1648.0
E2-accuracy,device1,tinyllama-q5,26,feedback,"response:
based on t",False,4.21,1798.43
E2-accuracy,device1,tinyllama-q5,27,feedback,inquiry,False,3.86,2019.61
E2-accuracy,device1,tinyllama-q5,28,feedback,"response:
sure! here",False,4.55,1625.21
E2-accuracy,device1,tinyllama-q5,29,feedback,"response:
the email ",False,4.37,1714.36
E2-accuracy,device1,tinyllama-q5,30,feedback,"response:
based on t",False,4.92,1488.0
E2-accuracy,device1,tinyllama-q5,31,spam,complaint,False,3.88,2038.39
E2-accuracy,device1,tinyllama-q5,32,spam,urgent,False,4.12,1859.33
E2-accuracy,device1,tinyllama-q5,33,spam,inquiry,False,4.29,1771.9
E2-accuracy,device1,tinyllama-q5,34,spam,inquiry,False,3.82,2058.07
E2-accuracy,device1,tinyllama-q5,35,spam,"response:
this email",False,4.31,1769.34
E2-accuracy,device1,tinyllama-q5,36,spam,inquiry,False,3.71,2121.79
E2-accuracy,device1,tinyllama-q5,37,spam,"response:
the email ",False,3.94,1963.05
E2-accuracy,device1,tinyllama-q5,38,spam,complaint,False,3.63,2198.74
E2-accuracy,device1,tinyllama-q5,39,spam,urgent,False,3.69,2156.52
E2-accuracy,device1,tinyllama-q5,40,spam,"response:
invest in ",False,3.56,2244.71
E2-accuracy,device1,tinyllama-q5,41,urgent,urgent,True,4.13,1856.69
E2-accuracy,device1,tinyllama-q5,42,urgent,urgent,True,4.69,1588.69
E2-accuracy,device1,tinyllama-q5,43,urgent,inquiry,False,4.54,1646.57
E2-accuracy,device1,tinyllama-q5,44,urgent,urgent,True,3.75,2084.53
E2-accuracy,device1,tinyllama-q5,45,urgent,inquiry,False,4.39,1715.66
E2-accuracy,device1,tinyllama-q5,46,urgent,inquiry,False,4.18,1801.76
E2-accuracy,device1,tinyllama-q5,47,urgent,inquiry,False,4.28,1784.59
E2-accuracy,device1,tinyllama-q5,48,urgent,urgent,True,4.38,1709.72
E2-accuracy,device1,tinyllama-q5,49,urgent,urgent,True,4.01,1914.16
E2-accuracy,device1,tinyllama-q5,50,urgent,urgent,True,4.34,1748.13
E2-accuracy,device1,tinyllama-q5,51,inquiry,inquiry,True,4.23,1814.67
E2-accuracy,device1,tinyllama-q5,52,inquiry,inquiry,True,5.11,1399.84
E2-accuracy,device1,tinyllama-q5,53,complaint,"response:
the email ",False,4.26,1796.9
E2-accuracy,device1,tinyllama-q5,54,complaint,"response:
this email",False,4.82,1521.35
E2-accuracy,device1,tinyllama-q5,55,feedback,"response:
the email ",False,4.55,1661.92
E2-accuracy,device1,tinyllama-q5,56,feedback,"response:
the email ",False,4.54,1671.44
E2-accuracy,device1,tinyllama-q5,57,spam,"response:
this email",False,3.57,2158.55
E2-accuracy,device1,tinyllama-q5,58,spam,response: congratula,False,3.01,2547.56
E2-accuracy,device1,tinyllama-q5,59,urgent,urgent,True,3.72,2139.42
E2-accuracy,device1,tinyllama-q5,60,urgent,complaint,False,3.7,2157.81
E2-accuracy,device1,tinyllama-q5,61,inquiry,complaint,False,4.36,1726.37
E2-accuracy,device1,tinyllama-q5,62,inquiry,complaint,False,4.63,1577.32
E2-accuracy,device1,tinyllama-q5,63,complaint,"response:
the email ",False,3.53,2252.17
E2-accuracy,device1,tinyllama-q5,64,complaint,"response:
this email",False,3.99,1923.53
E2-accuracy,device1,tinyllama-q5,65,feedback,"response:
according ",False,4.1,1899.96
E2-accuracy,device1,tinyllama-q5,66,feedback,"response:
the email ",False,4.8,1529.06
E2-accuracy,device1,tinyllama-q5,67,spam,"response:
the email ",False,3.51,2270.8
E2-accuracy,device1,tinyllama-q5,68,spam,response: please fin,False,4.1,1901.21
E2-accuracy,device1,tinyllama-q5,69,urgent,urgent,True,4.47,1707.16
E2-accuracy,device1,tinyllama-q5,70,urgent,urgent,True,3.96,1972.82
E2-accuracy,device1,tinyllama-q5,71,inquiry,complaint,False,4.29,1757.49
E2-accuracy,device1,tinyllama-q5,72,inquiry,"response:
bulk stati",False,4.05,1851.43
E2-accuracy,device1,tinyllama-q5,73,complaint,"response:
the email ",False,4.26,1777.53
E2-accuracy,device1,tinyllama-q5,74,complaint,inquiry,False,4.2,1816.94
E2-accuracy,device1,tinyllama-q5,75,feedback,"response:
the email ",False,4.1,1850.1
E2-accuracy,device1,tinyllama-q5,76,feedback,complaint,False,3.73,2104.46
E2-accuracy,device1,tinyllama-q5,77,spam,complaint,False,3.47,2322.26
E2-accuracy,device1,tinyllama-q5,78,spam,inquiry,False,4.02,1937.79
E2-accuracy,device1,tinyllama-q5,79,urgent,urgent,True,3.86,2037.26
E2-accuracy,device1,tinyllama-q5,80,urgent,urgent,True,4.01,1910.11
E2-accuracy,device1,tinyllama-q5,81,inquiry,"response:
the email ",False,4.38,1736.68
E2-accuracy,device1,tinyllama-q5,82,inquiry,inquiry,True,4.36,1736.34
E2-accuracy,device1,tinyllama-q5,83,complaint,"response:
the email ",False,4.56,1642.4
E2-accuracy,device1,tinyllama-q5,84,complaint,"response:
the furnit",False,4.39,1702.93
E2-accuracy,device1,tinyllama-q5,85,feedback,"response:
this email",False,4.32,1752.14
E2-accuracy,device1,tinyllama-q5,86,feedback,"response:
the email ",False,4.41,1704.01
E2-accuracy,device1,tinyllama-q5,87,spam,inquiry,False,3.86,2019.88
E2-accuracy,device1,tinyllama-q5,88,spam,"response: ""warning: ",False,3.63,2130.25
E2-accuracy,device1,tinyllama-q5,89,urgent,urgent,True,3.91,1994.49
E2-accuracy,device1,tinyllama-q5,90,urgent,"response:
according ",False,3.96,1929.15
E2-accuracy,device1,tinyllama-q5,91,inquiry,"response:
the email ",False,3.67,2183.44
E2-accuracy,device1,tinyllama-q5,92,inquiry,"response:
the email ",False,4.02,1706.9
E2-accuracy,device1,tinyllama-q5,93,complaint,"response:
this email",False,3.5,2214.93
E2-accuracy,device1,tinyllama-q5,94,complaint,complaint,True,3.87,2024.4
E2-accuracy,device1,tinyllama-q5,95,feedback,"response:
the email ",False,4.34,1749.89
E2-accuracy,device1,tinyllama-q5,96,feedback,inquiry,False,3.93,2003.57
E2-accuracy,device1,tinyllama-q5,97,spam,inquiry,False,3.92,1983.28
E2-accuracy,device1,tinyllama-q5,98,spam,"response:
this email",False,3.97,1963.83
E2-accuracy,device1,tinyllama-q5,99,urgent,urgent,True,3.98,1981.85
E2-accuracy,device1,tinyllama-q5,100,urgent,urgent,True,4.13,1850.71
E2-accuracy,device1,tinyllama-q8,1,inquiry,complaint,False,1.37,6746.73
E2-accuracy,device1,tinyllama-q8,2,inquiry,"response:
sure! the ",False,3.73,2147.78
E2-accuracy,device1,tinyllama-q8,3,inquiry,"response: ""return po",False,3.5,2278.37
E2-accuracy,device1,tinyllama-q8,4,inquiry,"response:
based on t",False,3.86,2057.36
E2-accuracy,device1,tinyllama-q8,5,inquiry,complaint,False,3.68,2097.83
E2-accuracy,device1,tinyllama-q8,6,inquiry,"response: yes, your ",False,3.86,2056.05
E2-accuracy,device1,tinyllama-q8,7,inquiry,"response:
according ",False,4.1,1863.01
E2-accuracy,device1,tinyllama-q8,8,inquiry,"response: ""internati",False,4.08,1895.21
E2-accuracy,device1,tinyllama-q8,9,inquiry,"response:
bulk disco",False,4.09,1910.17
E2-accuracy,device1,tinyllama-q8,10,inquiry,response: the email ,False,3.49,2320.03
E2-accuracy,device1,tinyllama-q8,11,complaint,"response:
this email",False,3.98,1943.85
E2-accuracy,device1,tinyllama-q8,12,complaint,"response: ""this emai",False,3.93,2004.53
E2-accuracy,device1,tinyllama-q8,13,complaint,"response:
this email",False,3.33,2308.11
E2-accuracy,device1,tinyllama-q8,14,complaint,inquiry,False,3.44,2271.22
E2-accuracy,device1,tinyllama-q8,15,complaint,"response:
this email",False,4.14,1867.36
E2-accuracy,device1,tinyllama-q8,16,complaint,complaint,True,3.58,2237.88
E2-accuracy,device1,tinyllama-q8,17,complaint,"response:
the email ",False,3.39,2419.42
E2-accuracy,device1,tinyllama-q8,18,complaint,"response: ""this emai",False,3.77,2130.33
E2-accuracy,device1,tinyllama-q8,19,complaint,"response:
this email",False,3.41,2366.28
E2-accuracy,device1,tinyllama-q8,20,complaint,"response:
this email",False,3.55,2281.26
E2-accuracy,device1,tinyllama-q8,21,feedback,feedback,True,3.92,2044.58
E2-accuracy,device1,tinyllama-q8,22,feedback,inquiry,False,4.21,1826.25
E2-accuracy,device1,tinyllama-q8,23,feedback,complaint,False,3.96,2011.71
E2-accuracy,device1,tinyllama-q8,24,feedback,"response:
this email",False,3.84,2020.14
E2-accuracy,device1,tinyllama-q8,25,feedback,response: please add,False,3.95,2019.04
E2-accuracy,device1,tinyllama-q8,26,feedback,"response:
this email",False,3.68,2175.91
E2-accuracy,device1,tinyllama-q8,27,feedback,inquiry,False,3.55,2243.05
E2-accuracy,device1,tinyllama-q8,28,feedback,"response:
the email ",False,3.72,2060.31
E2-accuracy,device1,tinyllama-q8,29,feedback,complaint,False,3.87,2034.48
E2-accuracy,device1,tinyllama-q8,30,feedback,"response:
the email ",False,4.33,1793.01
E2-accuracy,device1,tinyllama-q8,31,spam,complaint,False,3.47,2372.71
E2-accuracy,device1,tinyllama-q8,32,spam,urgent,False,3.65,2196.47
E2-accuracy,device1,tinyllama-q8,33,spam,"response: ""no experi",False,3.86,2057.39
E2-accuracy,device1,tinyllama-q8,34,spam,inquiry,False,3.31,2491.12
E2-accuracy,device1,tinyllama-q8,35,spam,"response:
this email",False,3.73,2155.48
E2-accuracy,device1,tinyllama-q8,36,spam,"response: ""act now!""",False,3.23,2550.51
E2-accuracy,device1,tinyllama-q8,37,spam,complaint,False,3.37,2417.6
E2-accuracy,device1,tinyllama-q8,38,spam,complaint,False,3.31,2457.36
E2-accuracy,device1,tinyllama-q8,39,spam,inquiry,False,3.06,2652.84
E2-accuracy,device1,tinyllama-q8,40,spam,complaint,False,3.03,2756.27
E2-accuracy,device1,tinyllama-q8,41,urgent,urgent,True,2.23,2232.39
E2-accuracy,device1,tinyllama-q8,42,urgent,urgent,True,4.19,1864.34
E2-accuracy,device1,tinyllama-q8,43,urgent,urgent,True,4.14,1934.21
E2-accuracy,device1,tinyllama-q8,44,urgent,urgent,True,3.44,2402.15
E2-accuracy,device1,tinyllama-q8,45,urgent,urgent,True,3.9,1988.56
E2-accuracy,device1,tinyllama-q8,46,urgent,"response:
legal noti",False,3.83,2051.4
E2-accuracy,device1,tinyllama-q8,47,urgent,urgent,True,3.72,2138.82
E2-accuracy,device1,tinyllama-q8,48,urgent,urgent,True,3.96,2011.8
E2-accuracy,device1,tinyllama-q8,49,urgent,urgent,True,3.63,2260.23
E2-accuracy,device1,tinyllama-q8,50,urgent,urgent,True,3.65,2096.98
E2-accuracy,device1,tinyllama-q8,51,inquiry,inquiry,True,3.56,2240.81
E2-accuracy,device1,tinyllama-q8,52,inquiry,"response: ""yes, you ",False,4.41,1734.24
E2-accuracy,device1,tinyllama-q8,53,complaint,"response:
the email ",False,3.71,2174.91
E2-accuracy,device1,tinyllama-q8,54,complaint,"response:
this email",False,4.43,1789.13
E2-accuracy,device1,tinyllama-q8,55,feedback,"response:
the email ",False,3.87,1944.81
E2-accuracy,device1,tinyllama-q8,56,feedback,inquiry,False,3.77,2153.41
E2-accuracy,device1,tinyllama-q8,57,spam,"response:
this email",False,3.2,2632.15
E2-accuracy,device1,tinyllama-q8,58,spam,response: congratula,False,3.19,2618.31
E2-accuracy,device1,tinyllama-q8,59,urgent,urgent,True,3.6,2227.94
E2-accuracy,device1,tinyllama-q8,60,urgent,complaint,False,3.18,2639.63
E2-accuracy,device1,tinyllama-q8,61,inquiry,inquiry,True,3.74,2089.59
E2-accuracy,device1,tinyllama-q8,62,inquiry,complaint,False,3.97,1988.12
E2-accuracy,device1,tinyllama-q8,63,complaint,complaint,True,3.16,2653.75
E2-accuracy,device1,tinyllama-q8,64,complaint,"response:
this email",False,3.58,2226.6
E2-accuracy,device1,tinyllama-q8,65,feedback,"response:
thank you ",False,3.71,2192.69
E2-accuracy,device1,tinyllama-q8,66,feedback,"response:
this email",False,3.96,1810.96
E2-accuracy,device1,tinyllama-q8,67,spam,"response:
this email",False,3.34,2450.62
E2-accuracy,device1,tinyllama-q8,68,spam,response: please fin,False,3.4,2159.09
E2-accuracy,device1,tinyllama-q8,69,urgent,urgent,True,2.36,3407.58
E2-accuracy,device1,tinyllama-q8,70,urgent,complaint,False,3.32,2393.67
E2-accuracy,device1,tinyllama-q8,71,inquiry,complaint,False,4.31,1793.6
E2-accuracy,device1,tinyllama-q8,72,inquiry,"response:
bulk stati",False,4.32,1808.84
E2-accuracy,device1,tinyllama-q8,73,complaint,"response:
the email ",False,4.2,1827.5
E2-accuracy,device1,tinyllama-q8,74,complaint,"response:
the email ",False,3.79,1977.35
E2-accuracy,device1,tinyllama-q8,75,feedback,complaint,False,3.87,2050.61
E2-accuracy,device1,tinyllama-q8,76,feedback,complaint,False,3.72,2220.51
E2-accuracy,device1,tinyllama-q8,77,spam,complaint,False,3.41,2379.48
E2-accuracy,device1,tinyllama-q8,78,spam,"response: ""your elec",False,3.69,2200.22
E2-accuracy,device1,tinyllama-q8,79,urgent,urgent,True,3.57,2277.37
E2-accuracy,device1,tinyllama-q8,80,urgent,urgent,True,3.66,2219.16
E2-accuracy,device1,tinyllama-q8,81,inquiry,"response:
yes, our r",False,4.07,1956.49
E2-accuracy,device1,tinyllama-q8,82,inquiry,response: please pro,False,3.95,2009.25
E2-accuracy,device1,tinyllama-q8,83,complaint,complaint,True,3.79,2136.18
E2-accuracy,device1,tinyllama-q8,84,complaint,"response:
this email",False,3.8,2122.34
E2-accuracy,device1,tinyllama-q8,85,feedback,inquiry,False,4.02,1992.47
E2-accuracy,device1,tinyllama-q8,86,feedback,"response:
the email ",False,3.89,2016.55
E2-accuracy,device1,tinyllama-q8,87,spam,complaint,False,3.48,2305.79
E2-accuracy,device1,tinyllama-q8,88,spam,"response: ""warning: ",False,3.37,2469.22
E2-accuracy,device1,tinyllama-q8,89,urgent,urgent,True,3.59,2279.99
E2-accuracy,device1,tinyllama-q8,90,urgent,urgent,True,3.69,2175.24
E2-accuracy,device1,tinyllama-q8,91,inquiry,"response:
the email ",False,3.29,2515.28
E2-accuracy,device1,tinyllama-q8,92,inquiry,"response:
the email ",False,3.96,2031.15
E2-accuracy,device1,tinyllama-q8,93,complaint,"response:
this email",False,3.95,2019.39
E2-accuracy,device1,tinyllama-q8,94,complaint,complaint,True,3.72,2133.27
E2-accuracy,device1,tinyllama-q8,95,feedback,"response:
bronze mem",False,3.9,2068.34
E2-accuracy,device1,tinyllama-q8,96,feedback,"response: ""the live ",False,3.54,2316.83
E2-accuracy,device1,tinyllama-q8,97,spam,inquiry,False,3.17,2632.35
E2-accuracy,device1,tinyllama-q8,98,spam,"response:
this email",False,3.48,2386.82
E2-accuracy,device1,tinyllama-q8,99,urgent,urgent,True,3.56,2297.87
E2-accuracy,device1,tinyllama-q8,100,urgent,urgent,True,3.61,2257.39
E2-accuracy,device1,phi3:mini,1,inquiry,inquiry,True,0.12,24618.62
E2-accuracy,device1,phi3:mini,2,inquiry,inquiry,True,0.45,6240.69
E2-accuracy,device1,phi3:mini,3,inquiry,inquiry,True,0.45,6168.8
E2-accuracy,device1,phi3:mini,4,inquiry,inquiry,True,0.46,5787.88
E2-accuracy,device1,phi3:mini,5,inquiry,inquiry,True,0.47,5903.95
E2-accuracy,device1,phi3:mini,6,inquiry,inquiry,True,0.51,5436.03
E2-accuracy,device1,phi3:mini,7,inquiry,inquiry,True,0.52,5285.68
E2-accuracy,device1,phi3:mini,8,inquiry,urgent,False,0.37,5104.13
E2-accuracy,device1,phi3:mini,9,inquiry,inquiry,True,0.53,5253.76
E2-accuracy,device1,phi3:mini,10,inquiry,inquiry,True,0.46,5977.55
E2-accuracy,device1,phi3:mini,11,complaint,complaint,True,0.51,5343.33
E2-accuracy,device1,phi3:mini,12,complaint,complaint,True,0.52,5316.36
E2-accuracy,device1,phi3:mini,13,complaint,complaint,True,0.46,5993.05
E2-accuracy,device1,phi3:mini,14,complaint,complaint,True,0.48,5750.37
E2-accuracy,device1,phi3:mini,15,complaint,complaint,True,0.52,5190.42
E2-accuracy,device1,phi3:mini,16,complaint,complaint,True,0.47,5803.08
E2-accuracy,device1,phi3:mini,17,complaint,complaint,True,0.46,6032.61
E2-accuracy,device1,phi3:mini,18,complaint,complaint,True,0.46,6001.54
E2-accuracy,device1,phi3:mini,19,complaint,complaint,True,0.42,6557.1
E2-accuracy,device1,phi3:mini,20,complaint,complaint,True,0.45,6084.83
E2-accuracy,device1,phi3:mini,21,feedback,feedback,True,0.31,6185.25
E2-accuracy,device1,phi3:mini,22,feedback,feedback,True,0.37,5109.98
E2-accuracy,device1,phi3:mini,23,feedback,feedback,True,0.34,5602.73
E2-accuracy,device1,phi3:mini,24,feedback,feedback,True,0.34,5520.22
E2-accuracy,device1,phi3:mini,25,feedback,feedback,True,0.34,5544.97
E2-accuracy,device1,phi3:mini,26,feedback,complaint,False,0.46,5968.8
E2-accuracy,device1,phi3:mini,27,feedback,feedback,True,0.32,5885.32
E2-accuracy,device1,phi3:mini,28,feedback,complaint,False,0.56,4900.41
E2-accuracy,device1,phi3:mini,29,feedback,feedback,True,0.35,5397.47
E2-accuracy,device1,phi3:mini,30,feedback,complaint,False,0.56,4854.79
E2-accuracy,device1,phi3:mini,31,spam,spam,True,0.3,6365.86
