experiment,device,model,run,routed_model,path_executed,single_time_s,single_tokens,single_toks,single_ttft_ms,agent_chain_s,step1_s,step2_s,step3_s,overhead_ratio,chain_completed,answer_correct,final_output,single_ram_mb,agent_ram_mb
E3,device1,tinyllama,15,mistral:7b,Multi-Agent,6.6913,50,7.47,3741.77,17.6603,5.4845,5.7983,6.3769,2.6393,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1279.8,1280.2
E3,device1,tinyllama,16,mistral:7b,Multi-Agent,6.6206,50,7.55,3792.19,17.6134,5.6905,5.5378,6.3847,2.6604,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1277.5,1277.2
E3,device1,tinyllama,17,mistral:7b,Multi-Agent,6.5773,50,7.6,3747.12,17.5245,5.5386,5.5937,6.3919,2.6644,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1274.8,1278.0
E3,device1,tinyllama,18,mistral:7b,Multi-Agent,6.5845,50,7.59,3816.72,17.4824,5.4111,5.5866,6.4843,2.6551,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1275.7,1281.3
E3,device1,tinyllama,19,mistral:7b,Multi-Agent,6.9869,50,7.16,3818.84,19.7021,6.4741,5.9087,7.3185,2.8199,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1276.4,1278.8
E3,device1,tinyllama,20,mistral:7b,Multi-Agent,8.3691,50,5.97,4406.56,18.5501,5.9226,5.7588,6.8677,2.2165,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1277.3,1280.7
E3,device1,tinyllama,21,mistral:7b,Multi-Agent,7.9848,50,6.26,3983.79,17.8256,5.7693,5.5474,6.5084,2.2324,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1280.2,1281.0
E3,device1,tinyllama,22,mistral:7b,Multi-Agent,6.7944,50,7.36,3801.18,17.793,5.6217,5.6632,6.5076,2.6188,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1280.2,1280.1
E3,device1,tinyllama,23,mistral:7b,Multi-Agent,6.8581,50,7.29,3858.96,17.9458,5.6188,5.7966,6.5301,2.6167,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1278.8,1280.2
E3,device1,tinyllama,24,mistral:7b,Multi-Agent,6.9403,50,7.2,3893.14,18.2239,5.5218,6.1497,6.5518,2.6258,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1280.1,1280.1
E3,device1,tinyllama,25,mistral:7b,Multi-Agent,6.9267,50,7.22,3873.29,17.6279,5.6516,5.4518,6.5241,2.5449,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1278.4,1279.1
E3,device1,tinyllama,26,mistral:7b,Multi-Agent,6.9897,50,7.15,3898.95,18.8011,5.9997,5.8992,6.9018,2.6898,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1277.7,1279.9
E3,device1,tinyllama,27,mistral:7b,Multi-Agent,8.1314,50,6.15,4175.83,18.5487,5.7462,5.6827,7.1192,2.2811,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1279.3,1282.7
E3,device1,tinyllama,28,mistral:7b,Multi-Agent,7.4121,50,6.75,4072.83,19.8953,6.2332,6.4063,7.255,2.6842,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1281.4,1281.3
E3,device1,tinyllama,29,mistral:7b,Multi-Agent,7.886,50,6.34,4956.85,18.0858,5.6317,5.9964,6.4572,2.2934,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1280.8,1280.9
E3,device1,tinyllama,30,mistral:7b,Multi-Agent,6.3319,50,7.9,3591.06,17.5244,5.4121,5.4439,6.6678,2.7676,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1283.4,1281.5
E3,device1,phi3:mini,1,mistral:7b,Multi-Agent,36.1642,24,0.66,31716.46,43.0066,12.6275,13.5901,16.788,1.1892,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",4217.6,3472.5
E3,device1,phi3:mini,2,mistral:7b,Multi-Agent,13.8467,24,1.73,8830.75,42.9729,12.9977,13.2362,16.7386,3.1035,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3472.4,3476.0
E3,device1,phi3:mini,3,mistral:7b,Multi-Agent,13.3811,24,1.79,8970.99,42.2597,12.4174,12.3568,17.4818,3.1582,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3477.4,3480.3
E3,device1,phi3:mini,4,mistral:7b,Multi-Agent,22.538,24,1.06,12623.74,49.8211,15.701,15.8491,18.2701,2.2105,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3481.5,3482.0
E3,device1,phi3:mini,5,mistral:7b,Multi-Agent,14.7648,24,1.63,9391.1,47.4713,14.2982,13.6203,19.5522,3.2152,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3483.1,3483.4
E3,device1,phi3:mini,6,mistral:7b,Multi-Agent,16.6559,24,1.44,11781.9,44.0799,12.7969,13.5853,17.6971,2.6465,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3482.6,3483.5
E3,device1,phi3:mini,7,mistral:7b,Multi-Agent,15.3193,24,1.57,9631.98,45.8421,13.2944,13.786,18.7604,2.9924,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3483.5,3485.4
E3,device1,phi3:mini,8,mistral:7b,Multi-Agent,13.3237,24,1.8,8915.79,46.8573,13.8838,14.4716,18.5011,3.5168,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3484.8,3484.0
E3,device1,phi3:mini,9,mistral:7b,Multi-Agent,14.2961,24,1.68,9086.06,50.3831,13.4828,17.4079,19.4918,3.5243,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3482.7,3485.7
E3,device1,phi3:mini,10,mistral:7b,Multi-Agent,17.1359,24,1.4,11654.62,49.1127,14.5375,14.3131,20.2586,2.8661,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3485.5,3486.0
E3,device1,phi3:mini,11,mistral:7b,Multi-Agent,13.7115,24,1.75,9507.06,40.1776,12.1832,12.3975,15.5963,2.9302,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3484.9,3486.6
E3,device1,phi3:mini,12,mistral:7b,Multi-Agent,13.1178,24,1.83,8732.17,40.1489,11.7626,12.3716,16.0142,3.0606,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3486.6,3487.6
E3,device1,phi3:mini,13,mistral:7b,Multi-Agent,12.8124,24,1.87,8545.89,41.2536,12.1746,12.6804,16.3957,3.2198,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3485.6,3485.4
E3,device1,phi3:mini,14,mistral:7b,Multi-Agent,13.6872,24,1.75,8787.77,40.1653,11.9031,12.3351,15.9266,2.9345,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3485.8,3487.5
E3,device1,phi3:mini,15,mistral:7b,Multi-Agent,13.2402,24,1.81,8994.3,48.2116,11.8748,18.9771,17.3592,3.6413,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3487.5,3487.3
E3,device1,phi3:mini,16,mistral:7b,Multi-Agent,12.8359,24,1.87,8452.63,39.7151,11.9632,11.9603,15.79,3.0941,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3486.8,3488.0
E3,device1,phi3:mini,17,mistral:7b,Multi-Agent,12.8144,24,1.87,8334.75,41.5797,12.4696,12.4179,16.6888,3.2448,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3486.9,3486.5
E3,device1,phi3:mini,18,mistral:7b,Multi-Agent,13.1201,24,1.83,8525.29,42.4949,12.5278,12.8892,17.0771,3.2389,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3485.4,3485.4
E3,device1,phi3:mini,19,mistral:7b,Multi-Agent,13.8583,24,1.73,9200.96,42.4502,12.551,12.9904,16.9081,3.0632,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3485.3,3485.5
E3,device1,phi3:mini,20,mistral:7b,Multi-Agent,13.6635,24,1.76,8838.32,43.4692,13.0166,13.3332,17.1185,3.1814,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3488.0,3488.2
E3,device1,phi3:mini,21,mistral:7b,Multi-Agent,14.0569,24,1.71,9334.62,42.1152,12.8386,13.0398,16.2359,2.996,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3487.2,3488.8
E3,device1,phi3:mini,22,mistral:7b,Multi-Agent,12.616,24,1.9,8400.28,40.6242,11.9698,12.4586,16.1954,3.2201,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3489.0,3488.8
E3,device1,phi3:mini,23,mistral:7b,Multi-Agent,12.7007,24,1.89,8654.63,40.7389,11.6468,12.4307,16.6609,3.2076,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3488.7,3521.3
E3,device1,phi3:mini,24,mistral:7b,Multi-Agent,12.8207,24,1.87,8634.28,41.6654,11.6997,12.4038,17.5591,3.2499,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3490.6,3491.6
E3,device1,phi3:mini,25,mistral:7b,Multi-Agent,18.8007,24,1.28,12263.02,44.7236,12.7239,13.9226,18.0767,2.3788,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3492.5,3494.6
E3,device1,phi3:mini,26,mistral:7b,Multi-Agent,15.9101,24,1.51,9878.53,65.5412,15.6671,29.7017,20.1662,4.1195,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3495.2,3495.8
E3,device1,phi3:mini,27,mistral:7b,Multi-Agent,15.1915,24,1.58,8845.61,47.1348,14.4619,15.0532,17.6164,3.1027,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3494.7,3494.2
E3,device1,phi3:mini,28,mistral:7b,Multi-Agent,14.1428,24,1.7,9433.76,43.0171,12.6865,13.4578,16.8693,3.0416,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3492.5,3494.0
E3,device1,phi3:mini,29,mistral:7b,Multi-Agent,14.5323,24,1.65,9526.37,44.4465,12.4117,13.3935,18.6405,3.0585,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3493.2,3492.1
E3,device1,phi3:mini,30,mistral:7b,Multi-Agent,14.1095,24,1.7,9013.19,42.6031,12.8633,13.14,16.5984,3.0195,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3491.5,3494.9
E3,device1,qwen2.5:3b,1,mistral:7b,Multi-Agent,18.4271,27,1.47,14273.48,22.2627,7.1673,6.6759,8.419,1.2082,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2726.9,2714.1
E3,device1,qwen2.5:3b,2,mistral:7b,Multi-Agent,8.9801,27,3.01,4954.55,26.8842,8.2908,8.2005,10.389,2.9938,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2716.3,2723.6
E3,device1,qwen2.5:3b,3,mistral:7b,Multi-Agent,11.819,27,2.28,6324.49,27.0376,9.3598,9.6282,8.0491,2.2876,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2723.6,2729.2
E3,device1,qwen2.5:3b,4,mistral:7b,Multi-Agent,11.7308,27,2.3,6024.09,28.9741,9.7848,10.0464,9.1414,2.4699,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2728.9,2731.9
E3,device1,qwen2.5:3b,5,mistral:7b,Multi-Agent,12.7177,27,2.12,7429.38,27.871,9.8587,8.8938,9.1176,2.1915,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2733.4,2737.7
E3,device1,qwen2.5:3b,6,mistral:7b,Multi-Agent,9.7394,27,2.77,5422.82,23.7318,8.1273,7.1887,8.4152,2.4367,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2732.7,2738.8
E3,device1,qwen2.5:3b,7,mistral:7b,Multi-Agent,9.3314,27,2.89,4865.8,23.5384,7.9321,7.4572,8.1485,2.5225,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2739.8,2740.1
E3,device1,qwen2.5:3b,8,mistral:7b,Multi-Agent,11.8276,27,2.28,5195.45,26.5256,8.9048,8.6956,8.9246,2.2427,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2740.2,2742.0
E3,device1,qwen2.5:3b,9,mistral:7b,Multi-Agent,12.0706,27,2.24,6122.8,26.168,9.0381,9.4449,7.6845,2.1679,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2743.8,2745.0
E3,device1,qwen2.5:3b,10,mistral:7b,Multi-Agent,8.5468,27,3.16,4695.14,21.8701,7.2435,6.909,7.7173,2.5589,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2742.1,2745.3
E3,device1,qwen2.5:3b,11,mistral:7b,Multi-Agent,8.5353,27,3.16,4705.84,20.8445,6.8325,6.7883,7.2197,2.4421,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2744.9,2745.8
E3,device1,qwen2.5:3b,12,mistral:7b,Multi-Agent,8.2866,27,3.26,4503.03,20.8904,6.9352,6.6394,7.3151,2.521,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2745.8,2745.5
E3,device1,qwen2.5:3b,13,mistral:7b,Multi-Agent,8.6853,27,3.11,4932.77,22.5445,7.1222,7.282,8.1371,2.5957,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2741.0,2747.0
E3,device1,qwen2.5:3b,14,mistral:7b,Multi-Agent,10.0548,27,2.69,4806.68,22.0075,7.723,6.8562,7.4277,2.1888,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2747.9,2751.0
E3,device1,qwen2.5:3b,15,mistral:7b,Multi-Agent,8.3197,27,3.25,4585.16,21.0221,6.9228,6.8309,7.2654,2.5268,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2752.6,2754.3
E3,device1,qwen2.5:3b,16,mistral:7b,Multi-Agent,8.2152,27,3.29,4501.22,20.7226,6.6685,6.7277,7.3259,2.5225,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2756.2,2759.8
E3,device1,qwen2.5:3b,17,mistral:7b,Multi-Agent,8.4319,27,3.2,4577.44,22.7576,6.9672,7.5562,8.2337,2.699,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2757.7,2759.6
E3,device1,qwen2.5:3b,18,mistral:7b,Multi-Agent,9.5014,27,2.84,5109.62,21.7764,7.4164,6.6686,7.6907,2.2919,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2759.1,2763.9
E3,device1,qwen2.5:3b,19,mistral:7b,Multi-Agent,8.6972,27,3.1,4674.68,20.9679,6.9469,6.7049,7.3157,2.4109,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2763.2,2765.9
E3,device1,qwen2.5:3b,20,mistral:7b,Multi-Agent,8.1821,27,3.3,4431.41,21.688,7.0563,7.1438,7.4873,2.6507,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2764.8,2769.2
E3,device1,qwen2.5:3b,21,mistral:7b,Multi-Agent,8.3983,27,3.21,4381.56,23.2013,6.7542,7.0595,9.387,2.7626,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2768.0,2769.5
E3,device1,qwen2.5:3b,22,mistral:7b,Multi-Agent,8.475,27,3.19,4795.93,21.6951,6.9321,7.0434,7.7192,2.5599,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2771.8,2770.1
E3,device1,qwen2.5:3b,23,mistral:7b,Multi-Agent,8.792,27,3.07,4819.17,21.7303,6.7611,7.0754,7.8934,2.4716,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2768.1,2769.7
E3,device1,qwen2.5:3b,24,mistral:7b,Multi-Agent,8.4199,27,3.21,4717.06,21.9437,7.0155,7.2943,7.6335,2.6062,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2774.1,2773.9
E3,device1,qwen2.5:3b,25,mistral:7b,Multi-Agent,8.5567,27,3.16,4782.18,21.6874,7.0319,6.8131,7.842,2.5346,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2768.5,2771.1
E3,device1,qwen2.5:3b,26,mistral:7b,Multi-Agent,8.2848,27,3.26,4551.48,22.2998,7.1074,7.5709,7.6211,2.6917,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2767.9,2772.8
E3,device1,qwen2.5:3b,27,mistral:7b,Multi-Agent,8.2146,27,3.29,4593.0,21.8387,7.1574,7.0107,7.6702,2.6585,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2771.8,2772.1
E3,device1,qwen2.5:3b,28,mistral:7b,Multi-Agent,8.4515,27,3.19,4593.71,21.3016,6.8027,6.8273,7.6712,2.5204,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2773.5,2775.1
E3,device1,qwen2.5:3b,29,mistral:7b,Multi-Agent,10.4352,27,2.59,4902.83,22.7643,7.572,7.2988,7.8931,2.1815,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2776.1,2775.8
E3,device1,qwen2.5:3b,30,mistral:7b,Multi-Agent,8.7906,27,3.07,4809.27,24.3272,8.2817,7.8379,8.2071,2.7674,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2773.6,2774.7
E3,device1,mistral:7b,1,mistral:7b,Multi-Agent,33.1741,24,0.72,25971.67,64.5781,20.4959,22.9618,21.1198,1.9466,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5380.9,5036.7
E3,device1,mistral:7b,2,mistral:7b,Multi-Agent,23.0396,24,1.04,13624.47,66.8467,23.8712,22.6936,20.2815,2.9014,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5038.9,5044.1
E3,device1,mistral:7b,3,mistral:7b,Multi-Agent,20.1487,24,1.19,12726.19,72.4183,24.801,24.6212,22.9951,3.5942,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5044.1,5048.4
E3,device1,mistral:7b,4,mistral:7b,Multi-Agent,20.0172,24,1.2,12747.83,66.7838,22.3622,23.6363,20.7845,3.3363,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5048.3,5073.4
E3,device1,mistral:7b,5,mistral:7b,Multi-Agent,20.5632,24,1.17,12997.06,67.652,23.2935,23.1708,21.1846,3.29,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5051.1,5055.0
E3,device1,mistral:7b,6,mistral:7b,Multi-Agent,20.322,24,1.18,12006.41,66.421,22.9465,23.5914,19.8824,3.2684,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5056.0,5055.7
E3,device1,mistral:7b,7,mistral:7b,Multi-Agent,20.2245,24,1.19,13148.28,63.4283,20.1981,22.7723,20.4574,3.1362,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5052.4,5053.6
E3,device1,mistral:7b,8,mistral:7b,Multi-Agent,18.8688,24,1.27,11885.38,66.0572,23.2791,23.0895,19.6878,3.5009,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5054.8,5055.8
E3,device1,mistral:7b,9,mistral:7b,Multi-Agent,19.8382,24,1.21,13031.74,66.1052,21.3393,23.1398,21.6257,3.3322,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5055.2,5058.1
E3,device1,mistral:7b,10,mistral:7b,Multi-Agent,20.4416,24,1.17,12502.39,65.2613,21.807,23.1844,20.2691,3.1926,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5057.8,5057.0
E3,device1,mistral:7b,11,mistral:7b,Multi-Agent,18.5879,24,1.29,11789.91,63.1111,21.4128,22.2056,19.4922,3.3953,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5055.2,5059.3
E3,device1,mistral:7b,12,mistral:7b,Multi-Agent,20.8537,24,1.15,13411.54,64.1033,20.5741,23.4245,20.1043,3.074,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5059.3,5056.4
E3,device1,mistral:7b,13,mistral:7b,Multi-Agent,18.9834,24,1.26,11826.93,68.3848,21.3859,23.5392,23.4593,3.6023,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5052.4,5054.4
E3,device1,mistral:7b,14,mistral:7b,Multi-Agent,19.2935,24,1.24,12335.7,75.9505,20.9605,27.9632,27.0248,3.9366,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5053.3,5056.5
E3,device1,mistral:7b,15,mistral:7b,Multi-Agent,23.0475,24,1.04,16096.36,66.9963,21.4718,23.3678,22.1547,2.9069,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5053.5,5055.0
E3,device1,mistral:7b,16,mistral:7b,Multi-Agent,23.2617,24,1.03,15201.85,85.7306,30.8413,31.3831,23.5055,3.6855,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5056.4,5056.6
E3,device1,mistral:7b,17,mistral:7b,Multi-Agent,25.1449,24,0.95,16145.23,75.9723,25.7633,26.0963,24.1118,3.0214,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5054.2,5056.9
E3,device1,mistral:7b,18,mistral:7b,Multi-Agent,18.4767,24,1.3,11901.31,63.7801,20.809,23.3041,19.6665,3.4519,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5057.9,5057.6
E3,device1,mistral:7b,19,mistral:7b,Multi-Agent,18.9135,24,1.27,12488.12,65.9814,20.8907,22.1839,22.9063,3.4886,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5055.1,5056.8
E3,device1,mistral:7b,20,mistral:7b,Multi-Agent,24.9273,24,0.96,18043.12,78.6804,28.2801,25.0472,25.3525,3.1564,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5056.6,5057.5
E3,device1,mistral:7b,21,mistral:7b,Multi-Agent,28.9497,24,0.83,16569.24,70.8488,24.7069,24.6556,21.4857,2.4473,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5056.5,5056.5
E3,device1,mistral:7b,22,mistral:7b,Multi-Agent,20.0105,24,1.2,12930.06,77.4478,22.6716,28.1674,26.6081,3.8704,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5054.0,5057.7
E3,device1,mistral:7b,23,mistral:7b,Multi-Agent,22.0303,24,1.09,13774.43,76.6974,24.2675,28.4039,24.0253,3.4814,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5056.4,5056.0
E3,device1,mistral:7b,24,mistral:7b,Multi-Agent,22.8673,24,1.05,14270.38,72.4017,23.114,24.9754,24.3089,3.1662,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5055.6,5084.3
E3,device1,mistral:7b,25,mistral:7b,Multi-Agent,28.7588,24,0.83,18766.28,80.6442,27.7992,26.876,25.9684,2.8042,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5084.4,5058.9
