experiment,device,model,run,routed_model,path_executed,single_time_s,single_tokens,single_toks,single_ttft_ms,agent_chain_s,step1_s,step2_s,step3_s,overhead_ratio,chain_completed,answer_correct,final_output,single_ram_mb,agent_ram_mb
E3,device1,tinyllama,23,mistral:7b,Multi-Agent,6.8773,50,7.27,4224.6,18.2308,5.7955,5.8371,6.5979,2.6509,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1306.8,1304.5
E3,device1,tinyllama,24,mistral:7b,Multi-Agent,7.0615,50,7.08,4293.68,18.2872,5.7805,5.8936,6.6127,2.5897,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1302.4,1304.9
E3,device1,tinyllama,25,mistral:7b,Multi-Agent,7.0455,50,7.1,4265.05,18.2311,5.7416,5.8917,6.5974,2.5876,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1304.1,1300.9
E3,device1,tinyllama,26,mistral:7b,Multi-Agent,7.1033,50,7.04,4290.39,18.0447,5.7392,5.7585,6.5465,2.5403,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1300.4,1301.4
E3,device1,tinyllama,27,mistral:7b,Multi-Agent,6.8781,50,7.27,4238.52,18.0922,5.8058,5.816,6.47,2.6304,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1303.5,1304.8
E3,device1,tinyllama,28,mistral:7b,Multi-Agent,6.9508,50,7.19,4267.11,18.4049,5.8837,5.999,6.5217,2.6479,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1304.8,1304.5
E3,device1,tinyllama,29,mistral:7b,Multi-Agent,6.9401,50,7.2,4249.7,18.5621,5.7965,5.8648,6.9004,2.6746,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1301.6,1306.0
E3,device1,tinyllama,30,mistral:7b,Multi-Agent,6.9757,50,7.17,3930.14,18.3997,5.7813,5.9348,6.6833,2.6377,True,False,"I am not able to provide a specific response based on customer's query, but I can provide you with a",1303.2,1308.0
E3,device1,phi3:mini,1,mistral:7b,Multi-Agent,18.6256,24,1.29,13792.38,41.6453,12.5453,12.6407,16.4586,2.2359,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",4236.7,3486.5
E3,device1,phi3:mini,2,mistral:7b,Multi-Agent,13.3122,24,1.8,8996.66,41.0738,12.1216,12.588,16.3636,3.0854,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3486.5,3489.4
E3,device1,phi3:mini,3,mistral:7b,Multi-Agent,13.2129,24,1.82,8944.93,41.6429,12.3976,12.5819,16.6627,3.1517,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3489.9,3490.6
E3,device1,phi3:mini,4,mistral:7b,Multi-Agent,13.4418,24,1.79,8941.11,41.6966,12.7255,12.4113,16.559,3.102,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3490.3,3491.7
E3,device1,phi3:mini,5,mistral:7b,Multi-Agent,13.2374,24,1.81,8894.08,42.468,12.3165,12.7476,17.4035,3.2082,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3492.4,3495.9
E3,device1,phi3:mini,6,mistral:7b,Multi-Agent,12.9159,24,1.86,8681.02,42.6836,12.5979,13.6327,16.4525,3.3047,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3494.2,3494.7
E3,device1,phi3:mini,7,mistral:7b,Multi-Agent,13.1995,24,1.82,8944.02,41.0494,12.2541,12.3961,16.3988,3.1099,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3493.1,3493.3
E3,device1,phi3:mini,8,mistral:7b,Multi-Agent,13.2067,24,1.82,8946.56,43.454,11.9728,13.2275,18.253,3.2903,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3493.0,3496.0
E3,device1,phi3:mini,9,mistral:7b,Multi-Agent,13.2455,24,1.81,9022.93,42.2191,12.32,13.2904,16.6077,3.1874,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3496.5,3495.8
E3,device1,phi3:mini,10,mistral:7b,Multi-Agent,13.3511,24,1.8,8982.53,43.1164,12.3126,13.724,17.079,3.2294,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3497.0,3498.1
E3,device1,phi3:mini,11,mistral:7b,Multi-Agent,12.9318,24,1.86,8697.54,41.5287,12.2761,12.9825,16.2697,3.2114,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3497.7,3498.9
E3,device1,phi3:mini,12,mistral:7b,Multi-Agent,12.7633,24,1.88,8543.6,42.5668,12.8379,12.6562,17.072,3.3351,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3500.9,3502.7
E3,device1,phi3:mini,13,mistral:7b,Multi-Agent,13.1585,24,1.82,8861.41,41.1081,12.1756,12.313,16.6191,3.1241,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3503.5,3505.3
E3,device1,phi3:mini,14,mistral:7b,Multi-Agent,12.9568,24,1.85,8733.36,40.8006,12.0638,12.4311,16.3054,3.149,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3507.5,3507.3
E3,device1,phi3:mini,15,mistral:7b,Multi-Agent,13.0393,24,1.84,8841.73,42.5135,12.2752,12.6785,17.5594,3.2604,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3506.8,3506.5
E3,device1,phi3:mini,16,mistral:7b,Multi-Agent,14.5722,24,1.65,10075.25,45.7283,13.5793,13.52,18.6285,3.1381,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3503.1,3503.6
E3,device1,phi3:mini,17,mistral:7b,Multi-Agent,14.7831,24,1.62,9843.49,51.4665,15.4288,14.9785,21.0584,3.4814,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3504.1,3504.5
E3,device1,phi3:mini,18,mistral:7b,Multi-Agent,16.0049,24,1.5,10205.14,45.1783,14.2844,13.9436,16.9491,2.8228,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3504.5,3532.4
E3,device1,phi3:mini,19,mistral:7b,Multi-Agent,13.8019,24,1.74,9364.42,43.263,12.7452,13.8127,16.7046,3.1346,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3502.4,3505.2
E3,device1,phi3:mini,20,mistral:7b,Multi-Agent,13.9879,24,1.72,9471.41,41.1427,12.1273,12.5849,16.43,2.9413,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3505.9,3506.7
E3,device1,phi3:mini,21,mistral:7b,Multi-Agent,13.5792,24,1.77,9389.22,42.3526,12.4102,12.9221,17.0197,3.1189,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3504.4,3506.4
E3,device1,phi3:mini,22,mistral:7b,Multi-Agent,14.0768,24,1.7,9792.5,41.1101,12.5197,12.3645,16.2255,2.9204,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3504.9,3505.6
E3,device1,phi3:mini,23,mistral:7b,Multi-Agent,12.8803,24,1.86,8655.27,41.4473,12.0083,12.7904,16.6481,3.2179,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3506.5,3508.7
E3,device1,phi3:mini,24,mistral:7b,Multi-Agent,13.2255,24,1.81,8924.96,41.5253,12.2479,12.6287,16.6483,3.1398,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3509.1,3509.5
E3,device1,phi3:mini,25,mistral:7b,Multi-Agent,13.6688,24,1.76,9298.97,42.6361,13.0648,12.8807,16.6903,3.1192,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3510.5,3510.9
E3,device1,phi3:mini,26,mistral:7b,Multi-Agent,13.2939,24,1.81,9048.7,42.8874,12.4078,13.181,17.2983,3.2261,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3510.9,3511.4
E3,device1,phi3:mini,27,mistral:7b,Multi-Agent,13.1105,24,1.83,8821.83,41.838,11.989,13.1535,16.6949,3.1912,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3508.7,3510.0
E3,device1,phi3:mini,28,mistral:7b,Multi-Agent,13.4038,24,1.79,8967.42,41.1645,12.2319,12.4961,16.436,3.0711,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3510.8,3511.7
E3,device1,phi3:mini,29,mistral:7b,Multi-Agent,13.1331,24,1.83,8886.64,41.3093,12.3933,12.314,16.6008,3.1454,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3511.6,3511.6
E3,device1,phi3:mini,30,mistral:7b,Multi-Agent,13.1715,24,1.82,8896.74,41.8978,12.2372,12.8713,16.7886,3.1809,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3511.8,3513.6
E3,device1,qwen2.5:3b,1,mistral:7b,Multi-Agent,16.5611,27,1.63,12056.49,25.3167,8.1937,8.3106,8.8116,1.5287,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2722.2,2711.0
E3,device1,qwen2.5:3b,2,mistral:7b,Multi-Agent,9.6003,27,2.81,5007.78,27.4189,8.6158,8.4022,10.3998,2.856,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2715.4,2722.5
E3,device1,qwen2.5:3b,3,mistral:7b,Multi-Agent,10.4905,27,2.57,5514.51,24.6553,7.7394,8.1725,8.7427,2.3503,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2728.2,2730.0
E3,device1,qwen2.5:3b,4,mistral:7b,Multi-Agent,8.4879,27,3.18,4602.77,21.7744,7.2753,6.8832,7.6154,2.5653,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2732.5,2736.9
E3,device1,qwen2.5:3b,5,mistral:7b,Multi-Agent,8.582,27,3.15,4803.0,24.9202,7.5449,8.0094,9.3649,2.9038,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2734.1,2737.4
E3,device1,qwen2.5:3b,6,mistral:7b,Multi-Agent,9.336,27,2.89,5316.04,20.826,6.7617,6.6429,7.4209,2.2307,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2736.8,2737.9
E3,device1,qwen2.5:3b,7,mistral:7b,Multi-Agent,8.1945,27,3.29,4541.35,21.3361,6.9542,6.8604,7.5211,2.6037,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2737.6,2741.4
E3,device1,qwen2.5:3b,8,mistral:7b,Multi-Agent,8.2358,27,3.28,4516.84,21.6028,7.0502,6.9406,7.6115,2.623,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2741.5,2749.2
E3,device1,qwen2.5:3b,9,mistral:7b,Multi-Agent,9.6559,27,2.8,5342.07,21.0696,7.0683,6.6976,7.3033,2.182,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2745.9,2751.2
E3,device1,qwen2.5:3b,10,mistral:7b,Multi-Agent,8.2035,27,3.29,4554.92,20.9215,6.8787,6.79,7.2524,2.5503,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2750.9,2751.4
E3,device1,qwen2.5:3b,11,mistral:7b,Multi-Agent,8.2223,27,3.28,4540.22,21.6214,6.9993,6.8664,7.7553,2.6296,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2750.3,2748.8
E3,device1,qwen2.5:3b,12,mistral:7b,Multi-Agent,8.6886,27,3.11,4845.24,25.7521,7.3223,7.4466,10.9826,2.9639,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2748.5,2749.8
E3,device1,qwen2.5:3b,13,mistral:7b,Multi-Agent,9.7627,27,2.77,5705.79,22.3024,7.2871,7.4263,7.5886,2.2844,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2745.9,2744.1
E3,device1,qwen2.5:3b,14,mistral:7b,Multi-Agent,9.0696,27,2.98,4989.51,23.0203,7.4797,7.5809,7.9591,2.5382,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2745.4,2748.5
E3,device1,qwen2.5:3b,15,mistral:7b,Multi-Agent,8.7029,27,3.1,4672.03,22.4567,7.4706,7.1353,7.85,2.5804,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2747.7,2748.1
E3,device1,qwen2.5:3b,16,mistral:7b,Multi-Agent,9.5641,27,2.82,4957.54,22.799,7.0592,7.2243,8.515,2.3838,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2745.5,2748.1
E3,device1,qwen2.5:3b,17,mistral:7b,Multi-Agent,9.5957,27,2.81,5472.25,22.4066,7.2118,7.2759,7.918,2.3351,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2747.9,2747.5
E3,device1,qwen2.5:3b,18,mistral:7b,Multi-Agent,8.9299,27,3.02,5156.8,20.9688,6.8748,6.6929,7.4006,2.3482,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2747.9,2748.7
E3,device1,qwen2.5:3b,19,mistral:7b,Multi-Agent,8.4429,27,3.2,4470.46,22.0038,7.0382,7.1754,7.7899,2.6062,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2748.3,2749.7
E3,device1,qwen2.5:3b,20,mistral:7b,Multi-Agent,8.2709,27,3.26,4602.42,21.5357,6.8766,6.9702,7.6885,2.6038,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2750.1,2751.9
E3,device1,qwen2.5:3b,21,mistral:7b,Multi-Agent,8.3561,27,3.23,4475.82,21.6902,6.7694,7.2108,7.7096,2.5957,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2750.3,2749.4
E3,device1,qwen2.5:3b,22,mistral:7b,Multi-Agent,8.3257,27,3.24,4688.36,20.6213,6.8178,6.561,7.2422,2.4768,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2751.8,2754.6
E3,device1,qwen2.5:3b,23,mistral:7b,Multi-Agent,8.3632,27,3.23,4482.2,21.2891,7.3399,6.6398,7.309,2.5456,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2749.0,2751.7
E3,device1,qwen2.5:3b,24,mistral:7b,Multi-Agent,9.0061,27,3.0,5147.03,20.768,6.8535,6.6853,7.2286,2.306,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2755.2,2756.6
E3,device1,qwen2.5:3b,25,mistral:7b,Multi-Agent,8.3908,27,3.22,4495.85,21.7727,7.2533,6.6763,7.8427,2.5948,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2757.2,2757.4
E3,device1,qwen2.5:3b,26,mistral:7b,Multi-Agent,8.2514,27,3.27,4640.07,20.681,6.771,6.6845,7.2251,2.5064,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2760.7,2762.5
E3,device1,qwen2.5:3b,27,mistral:7b,Multi-Agent,8.577,27,3.15,4606.69,21.4788,7.0814,6.8609,7.5359,2.5042,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2759.9,2758.8
E3,device1,qwen2.5:3b,28,mistral:7b,Multi-Agent,8.1866,27,3.3,4564.0,20.843,6.7491,6.7243,7.3692,2.546,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2760.0,2762.1
E3,device1,qwen2.5:3b,29,mistral:7b,Multi-Agent,8.1891,27,3.3,4520.59,21.33,6.9657,6.959,7.4049,2.6047,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2762.0,2760.1
E3,device1,qwen2.5:3b,30,mistral:7b,Multi-Agent,8.5014,27,3.18,4770.11,21.344,7.3719,6.6421,7.3296,2.5106,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2762.6,2765.2
E3,device1,mistral:7b,1,mistral:7b,Multi-Agent,38.2894,24,0.63,31097.7,64.7131,20.6367,22.7712,21.3047,1.6901,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5407.7,5080.1
E3,device1,mistral:7b,2,mistral:7b,Multi-Agent,19.8203,24,1.21,12978.88,62.4319,20.4137,21.8817,20.1361,3.1499,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5080.1,5116.5
E3,device1,mistral:7b,3,mistral:7b,Multi-Agent,19.035,24,1.26,12309.16,62.728,21.0256,22.0046,19.6973,3.2954,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5088.5,5090.3
E3,device1,mistral:7b,4,mistral:7b,Multi-Agent,19.5239,24,1.23,12604.17,69.3294,26.4935,22.9013,19.934,3.551,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5091.6,5094.1
E3,device1,mistral:7b,5,mistral:7b,Multi-Agent,20.1965,24,1.19,12765.95,61.9249,20.4945,22.0399,19.3897,3.0661,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5094.8,5096.8
E3,device1,mistral:7b,6,mistral:7b,Multi-Agent,18.9099,24,1.27,12265.07,66.5892,21.9437,23.741,20.9038,3.5214,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.8,5096.4
E3,device1,mistral:7b,7,mistral:7b,Multi-Agent,19.8478,24,1.21,13087.58,64.5354,21.8408,22.4332,20.2609,3.2515,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.3,5095.9
E3,device1,mistral:7b,8,mistral:7b,Multi-Agent,18.7487,24,1.28,12127.26,65.1431,21.0239,23.0958,21.0231,3.4745,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.2,5096.0
E3,device1,mistral:7b,9,mistral:7b,Multi-Agent,20.5822,24,1.17,13538.13,63.1265,20.8408,22.5163,19.7691,3.067,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5094.4,5094.2
E3,device1,mistral:7b,10,mistral:7b,Multi-Agent,19.6213,24,1.22,12893.8,67.613,20.3297,25.81,21.4728,3.4459,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5094.4,5094.4
E3,device1,mistral:7b,11,mistral:7b,Multi-Agent,23.4861,24,1.02,14595.51,74.2273,27.3606,24.4074,22.4588,3.1605,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5090.5,5092.1
E3,device1,mistral:7b,12,mistral:7b,Multi-Agent,21.0127,24,1.14,13798.72,70.4772,24.3452,24.7447,21.3869,3.354,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5091.1,5096.2
E3,device1,mistral:7b,13,mistral:7b,Multi-Agent,20.6077,24,1.16,13032.61,68.673,22.7391,24.8579,21.0755,3.3324,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.2,5096.0
E3,device1,mistral:7b,14,mistral:7b,Multi-Agent,21.2889,24,1.13,13911.37,73.4649,22.7916,27.8392,22.8332,3.4509,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.1,5098.7
E3,device1,mistral:7b,15,mistral:7b,Multi-Agent,21.2334,24,1.13,13742.55,70.1211,22.9484,25.756,21.4162,3.3024,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5098.3,5097.6
E3,device1,mistral:7b,16,mistral:7b,Multi-Agent,22.0158,24,1.09,14409.84,69.0345,23.762,23.8721,21.3999,3.1357,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5097.3,5097.4
E3,device1,mistral:7b,17,mistral:7b,Multi-Agent,20.0925,24,1.19,13313.38,67.0744,21.0656,26.2557,19.7527,3.3383,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5096.4,5098.1
E3,device1,mistral:7b,18,mistral:7b,Multi-Agent,19.1028,24,1.26,12346.28,65.8844,23.3868,22.6505,19.8439,3.4489,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5095.9,5095.3
E3,device1,mistral:7b,19,mistral:7b,Multi-Agent,19.392,24,1.24,12497.91,65.5921,20.4305,24.0886,21.0727,3.3824,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5095.0,5095.7
E3,device1,mistral:7b,20,mistral:7b,Multi-Agent,20.5397,24,1.17,13595.21,66.6288,22.8751,22.8916,20.8617,3.2439,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5093.0,5096.5
E3,device1,mistral:7b,21,mistral:7b,Multi-Agent,20.9372,24,1.15,12887.19,65.3762,21.496,24.1845,19.6949,3.1225,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5094.3,5096.5
E3,device1,mistral:7b,22,mistral:7b,Multi-Agent,19.5855,24,1.23,12805.68,63.2935,20.438,22.7772,20.0778,3.2316,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5095.3,5097.0
E3,device1,mistral:7b,23,mistral:7b,Multi-Agent,20.1817,24,1.19,13346.31,63.9433,20.3926,22.8927,20.6574,3.1684,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5098.2,5098.1
E3,device1,mistral:7b,24,mistral:7b,Multi-Agent,18.8316,24,1.27,12195.05,64.9496,20.6036,23.2504,21.0951,3.449,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5097.9,5126.3
E3,device1,mistral:7b,25,mistral:7b,Multi-Agent,20.7108,24,1.16,13848.02,64.7022,20.2292,23.4926,20.9772,3.1241,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5095.9,5099.3
