experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device1,tinyllama,46,urgent,"response:
categoory: complaint",False,3.37,2456.21
E2-accuracy,device1,tinyllama,47,urgent,"response:
categoary: inquiry",False,3.24,2473.3
E2-accuracy,device1,tinyllama,48,urgent,"response:
category: urgent

b",True,3.37,2483.76
E2-accuracy,device1,tinyllama,49,urgent,"response:
category: complaint

thank",False,3.3,2522.17
E2-accuracy,device1,tinyllama,50,urgent,"response:
categoory: critical bug",False,3.53,2351.22
E2-accuracy,device1,tinyllama,51,inquiry,"response:
category: inquiry

thank",True,3.38,2475.6
E2-accuracy,device1,tinyllama,52,inquiry,"response:
yes you can upgrade your current",False,3.93,1993.16
E2-accuracy,device1,tinyllama,53,complaint,"response:
the email has been classified as",False,3.25,2568.32
E2-accuracy,device1,tinyllama,54,complaint,"response:
the email has been classified as",False,3.7,2231.58
E2-accuracy,device1,tinyllama,55,feedback,"response:
the email is classified as """,False,3.43,2438.98
E2-accuracy,device1,tinyllama,56,feedback,"response:
thank you for your feedback! your",True,3.35,2422.94
E2-accuracy,device1,tinyllama,57,spam,"response:
category: complaint

thank",False,2.87,3005.83
E2-accuracy,device1,tinyllama,58,spam,response: congratulations! your email has been,False,2.92,2956.72
E2-accuracy,device1,tinyllama,59,urgent,"response:
catgoeries: urgent",True,3.21,2592.13
E2-accuracy,device1,tinyllama,60,urgent,"response:
categoory: complaint",False,2.88,2987.87
E2-accuracy,device1,tinyllama,61,inquiry,"response:
category: complaint

thank",False,3.43,2455.3
E2-accuracy,device1,tinyllama,62,inquiry,"response:
the email is classified as a",False,3.72,2189.26
E2-accuracy,device1,tinyllama,63,complaint,"response:
the email is a complaint",True,2.88,2959.73
E2-accuracy,device1,tinyllama,64,complaint,"response:
category: complaint

thank",True,3.27,2565.9
E2-accuracy,device1,tinyllama,65,feedback,"response:
thank you for your feedback we",True,3.06,2713.71
E2-accuracy,device1,tinyllama,66,feedback,"response:
the email has been classified as",False,3.65,2231.58
E2-accuracy,device1,tinyllama,67,spam,"response:
the email has been classified as",False,2.9,2968.18
E2-accuracy,device1,tinyllama,68,spam,response: thank you for your email the information,False,3.2,2617.9
E2-accuracy,device1,tinyllama,69,urgent,"response:
catgoer: urgent!",True,3.36,2453.43
E2-accuracy,device1,tinyllama,70,urgent,"response:
catgoer: ""thank you",False,3.11,2754.59
E2-accuracy,device1,tinyllama,71,inquiry,"response:
yes we accept both contactless",False,3.61,2308.35
E2-accuracy,device1,tinyllama,72,inquiry,"response:
based on the provided email",False,3.32,2486.61
E2-accuracy,device1,tinyllama,73,complaint,"response:
the email has been classified as",False,3.47,2266.82
E2-accuracy,device1,tinyllama,74,complaint,"response:
the email is classified as an",False,3.43,2439.63
E2-accuracy,device1,tinyllama,75,feedback,"response:
category: complaint

thank",False,3.36,2419.29
E2-accuracy,device1,tinyllama,76,feedback,"response:
thank you for bringing this to our",False,3.05,2738.28
E2-accuracy,device1,tinyllama,77,spam,"response:
categoory: complaint",False,2.52,3334.05
E2-accuracy,device1,tinyllama,78,spam,"response:
the email has been classified as",False,2.98,2702.7
E2-accuracy,device1,tinyllama,79,urgent,"response:
catgoeries: inquiry",False,2.91,2877.18
E2-accuracy,device1,tinyllama,80,urgent,"response:
categoary: inquiry",False,3.24,2607.82
E2-accuracy,device1,tinyllama,81,inquiry,"response:
yes our restaurant caters for",False,3.45,2292.82
E2-accuracy,device1,tinyllama,82,inquiry,"response:
category: complaint

thank",False,3.44,2416.04
E2-accuracy,device1,tinyllama,83,complaint,"response:
category: complaint

thank",True,3.41,2448.18
E2-accuracy,device1,tinyllama,84,complaint,"response:
category: complaint

thank",True,3.39,2379.52
E2-accuracy,device1,tinyllama,85,feedback,"response:
thank you for your feedback! we",True,3.49,2317.57
E2-accuracy,device1,tinyllama,86,feedback,"response:
the email you sent contains information about",False,3.5,2363.18
E2-accuracy,device1,tinyllama,87,spam,"response:
categoary: ""inqu",False,3.01,2763.32
E2-accuracy,device1,tinyllama,88,spam,"response:
category: complaint

b",False,2.98,2842.77
E2-accuracy,device1,tinyllama,89,urgent,"response:
catgoer: urgent:",True,3.19,2625.03
E2-accuracy,device1,tinyllama,90,urgent,"response:
categoary: inquiry",False,3.3,2559.49
E2-accuracy,device1,tinyllama,91,inquiry,"response:
thank you for your email which",False,2.83,3011.08
E2-accuracy,device1,tinyllama,92,inquiry,"response:
yes we do have a student",False,3.46,2357.36
E2-accuracy,device1,tinyllama,93,complaint,"response:
the email has been classified as",False,3.37,2411.14
E2-accuracy,device1,tinyllama,94,complaint,"response:
category: complaint

thank",True,3.29,2493.89
E2-accuracy,device1,tinyllama,95,feedback,"response:
thank you for your email! the",False,2.93,2901.35
E2-accuracy,device1,tinyllama,96,feedback,"response: ""inquiry""",False,2.3,2684.24
E2-accuracy,device1,tinyllama,97,spam,"response:
categoary: inquiry",False,3.06,2768.79
E2-accuracy,device1,tinyllama,98,spam,"response:
category: inquiry",False,3.17,2639.79
E2-accuracy,device1,tinyllama,99,urgent,"response:
catgoeries: inquiry",False,3.07,2798.65
E2-accuracy,device1,tinyllama,100,urgent,"response:
category: urgent

lock",True,3.28,2588.72
E2-accuracy,device1,tinyllama-q5,1,inquiry,,False,0.0,5.37
E2-accuracy,device1,tinyllama-q5,2,inquiry,,False,0.0,4.25
E2-accuracy,device1,tinyllama-q5,3,inquiry,,False,0.0,4.83
E2-accuracy,device1,tinyllama-q5,4,inquiry,,False,0.0,6.06
E2-accuracy,device1,tinyllama-q5,5,inquiry,,False,0.0,2.4
E2-accuracy,device1,tinyllama-q5,6,inquiry,,False,0.0,1.98
E2-accuracy,device1,tinyllama-q5,7,inquiry,,False,0.0,2.89
E2-accuracy,device1,tinyllama-q5,8,inquiry,,False,0.0,1.92
E2-accuracy,device1,tinyllama-q5,9,inquiry,,False,0.0,2.26
E2-accuracy,device1,tinyllama-q5,10,inquiry,,False,0.0,2.25
E2-accuracy,device1,tinyllama-q5,11,complaint,,False,0.0,2.65
E2-accuracy,device1,tinyllama-q5,12,complaint,,False,0.0,1.44
E2-accuracy,device1,tinyllama-q5,13,complaint,,False,0.0,1.26
E2-accuracy,device1,tinyllama-q5,14,complaint,,False,0.0,1.31
E2-accuracy,device1,tinyllama-q5,15,complaint,,False,0.0,1.28
E2-accuracy,device1,tinyllama-q5,16,complaint,,False,0.0,1.19
E2-accuracy,device1,tinyllama-q5,17,complaint,,False,0.0,1.15
E2-accuracy,device1,tinyllama-q5,18,complaint,,False,0.0,1.41
E2-accuracy,device1,tinyllama-q5,19,complaint,,False,0.0,2.8
E2-accuracy,device1,tinyllama-q5,20,complaint,,False,0.0,1.9
E2-accuracy,device1,tinyllama-q5,21,feedback,,False,0.0,1.57
E2-accuracy,device1,tinyllama-q5,22,feedback,,False,0.0,1.8
E2-accuracy,device1,tinyllama-q5,23,feedback,,False,0.0,1.32
E2-accuracy,device1,tinyllama-q5,24,feedback,,False,0.0,1.67
E2-accuracy,device1,tinyllama-q5,25,feedback,,False,0.0,1.45
E2-accuracy,device1,tinyllama-q5,26,feedback,,False,0.0,1.97
E2-accuracy,device1,tinyllama-q5,27,feedback,,False,0.0,1.38
E2-accuracy,device1,tinyllama-q5,28,feedback,,False,0.0,1.81
E2-accuracy,device1,tinyllama-q5,29,feedback,,False,0.0,1.37
E2-accuracy,device1,tinyllama-q5,30,feedback,,False,0.0,1.18
E2-accuracy,device1,tinyllama-q5,31,spam,,False,0.0,1.14
E2-accuracy,device1,tinyllama-q5,32,spam,,False,0.0,1.3
E2-accuracy,device1,tinyllama-q5,33,spam,,False,0.0,1.24
E2-accuracy,device1,tinyllama-q5,34,spam,,False,0.0,1.59
E2-accuracy,device1,tinyllama-q5,35,spam,,False,0.0,1.45
E2-accuracy,device1,tinyllama-q5,36,spam,,False,0.0,1.16
E2-accuracy,device1,tinyllama-q5,37,spam,,False,0.0,1.26
E2-accuracy,device1,tinyllama-q5,38,spam,,False,0.0,1.11
E2-accuracy,device1,tinyllama-q5,39,spam,,False,0.0,1.25
E2-accuracy,device1,tinyllama-q5,40,spam,,False,0.0,1.8
E2-accuracy,device1,tinyllama-q5,41,urgent,,False,0.0,1.33
E2-accuracy,device1,tinyllama-q5,42,urgent,,False,0.0,1.57
E2-accuracy,device1,tinyllama-q5,43,urgent,,False,0.0,1.42
E2-accuracy,device1,tinyllama-q5,44,urgent,,False,0.0,1.36
E2-accuracy,device1,tinyllama-q5,45,urgent,,False,0.0,1.52
E2-accuracy,device1,tinyllama-q5,46,urgent,,False,0.0,1.35
E2-accuracy,device1,tinyllama-q5,47,urgent,,False,0.0,1.31
E2-accuracy,device1,tinyllama-q5,48,urgent,,False,0.0,1.3
E2-accuracy,device1,tinyllama-q5,49,urgent,,False,0.0,1.39
E2-accuracy,device1,tinyllama-q5,50,urgent,,False,0.0,1.16
E2-accuracy,device1,tinyllama-q5,51,inquiry,,False,0.0,2.15
E2-accuracy,device1,tinyllama-q5,52,inquiry,,False,0.0,4.11
E2-accuracy,device1,tinyllama-q5,53,complaint,,False,0.0,1.85
E2-accuracy,device1,tinyllama-q5,54,complaint,,False,0.0,1.51
E2-accuracy,device1,tinyllama-q5,55,feedback,,False,0.0,1.39
E2-accuracy,device1,tinyllama-q5,56,feedback,,False,0.0,1.33
E2-accuracy,device1,tinyllama-q5,57,spam,,False,0.0,1.12
E2-accuracy,device1,tinyllama-q5,58,spam,,False,0.0,1.18
E2-accuracy,device1,tinyllama-q5,59,urgent,,False,0.0,1.36
E2-accuracy,device1,tinyllama-q5,60,urgent,,False,0.0,3.59
E2-accuracy,device1,tinyllama-q5,61,inquiry,,False,0.0,1.73
E2-accuracy,device1,tinyllama-q5,62,inquiry,,False,0.0,1.37
E2-accuracy,device1,tinyllama-q5,63,complaint,,False,0.0,1.52
E2-accuracy,device1,tinyllama-q5,64,complaint,,False,0.0,1.3
E2-accuracy,device1,tinyllama-q5,65,feedback,,False,0.0,1.2
E2-accuracy,device1,tinyllama-q5,66,feedback,,False,0.0,1.2
E2-accuracy,device1,tinyllama-q5,67,spam,,False,0.0,1.16
E2-accuracy,device1,tinyllama-q5,68,spam,,False,0.0,1.17
E2-accuracy,device1,tinyllama-q5,69,urgent,,False,0.0,2.74
E2-accuracy,device1,tinyllama-q5,70,urgent,,False,0.0,2.07
E2-accuracy,device1,tinyllama-q5,71,inquiry,,False,0.0,1.76
E2-accuracy,device1,tinyllama-q5,72,inquiry,,False,0.0,1.27
E2-accuracy,device1,tinyllama-q5,73,complaint,,False,0.0,1.23
E2-accuracy,device1,tinyllama-q5,74,complaint,,False,0.0,1.25
E2-accuracy,device1,tinyllama-q5,75,feedback,,False,0.0,1.3
E2-accuracy,device1,tinyllama-q5,76,feedback,,False,0.0,1.35
E2-accuracy,device1,tinyllama-q5,77,spam,,False,0.0,1.36
E2-accuracy,device1,tinyllama-q5,78,spam,,False,0.0,1.3
E2-accuracy,device1,tinyllama-q5,79,urgent,,False,0.0,1.46
E2-accuracy,device1,tinyllama-q5,80,urgent,,False,0.0,2.74
E2-accuracy,device1,tinyllama-q5,81,inquiry,,False,0.0,2.18
E2-accuracy,device1,tinyllama-q5,82,inquiry,,False,0.0,1.61
E2-accuracy,device1,tinyllama-q5,83,complaint,,False,0.0,1.8
E2-accuracy,device1,tinyllama-q5,84,complaint,,False,0.0,1.52
E2-accuracy,device1,tinyllama-q5,85,feedback,,False,0.0,1.76
E2-accuracy,device1,tinyllama-q5,86,feedback,,False,0.0,1.65
E2-accuracy,device1,tinyllama-q5,87,spam,,False,0.0,1.62
E2-accuracy,device1,tinyllama-q5,88,spam,,False,0.0,1.22
E2-accuracy,device1,tinyllama-q5,89,urgent,,False,0.0,1.99
E2-accuracy,device1,tinyllama-q5,90,urgent,,False,0.0,2.45
E2-accuracy,device1,tinyllama-q5,91,inquiry,,False,0.0,2.0
E2-accuracy,device1,tinyllama-q5,92,inquiry,,False,0.0,1.42
E2-accuracy,device1,tinyllama-q5,93,complaint,,False,0.0,1.25
E2-accuracy,device1,tinyllama-q5,94,complaint,,False,0.0,1.32
E2-accuracy,device1,tinyllama-q5,95,feedback,,False,0.0,1.12
E2-accuracy,device1,tinyllama-q5,96,feedback,,False,0.0,1.51
E2-accuracy,device1,tinyllama-q5,97,spam,,False,0.0,1.11
E2-accuracy,device1,tinyllama-q5,98,spam,,False,0.0,1.46
E2-accuracy,device1,tinyllama-q5,99,urgent,,False,0.0,2.41
E2-accuracy,device1,tinyllama-q5,100,urgent,,False,0.0,1.53
E2-accuracy,device1,tinyllama-q8,1,inquiry,,False,0.0,4.3
E2-accuracy,device1,tinyllama-q8,2,inquiry,,False,0.0,3.26
E2-accuracy,device1,tinyllama-q8,3,inquiry,,False,0.0,4.87
E2-accuracy,device1,tinyllama-q8,4,inquiry,,False,0.0,3.7
E2-accuracy,device1,tinyllama-q8,5,inquiry,,False,0.0,2.66
E2-accuracy,device1,tinyllama-q8,6,inquiry,,False,0.0,3.53
E2-accuracy,device1,tinyllama-q8,7,inquiry,,False,0.0,5.04
E2-accuracy,device1,tinyllama-q8,8,inquiry,,False,0.0,3.22
E2-accuracy,device1,tinyllama-q8,9,inquiry,,False,0.0,4.86
E2-accuracy,device1,tinyllama-q8,10,inquiry,,False,0.0,3.74
E2-accuracy,device1,tinyllama-q8,11,complaint,,False,0.0,4.17
E2-accuracy,device1,tinyllama-q8,12,complaint,,False,0.0,2.74
E2-accuracy,device1,tinyllama-q8,13,complaint,,False,0.0,3.19
E2-accuracy,device1,tinyllama-q8,14,complaint,,False,0.0,3.33
E2-accuracy,device1,tinyllama-q8,15,complaint,,False,0.0,3.65
E2-accuracy,device1,tinyllama-q8,16,complaint,,False,0.0,3.51
E2-accuracy,device1,tinyllama-q8,17,complaint,,False,0.0,3.78
E2-accuracy,device1,tinyllama-q8,18,complaint,,False,0.0,2.59
E2-accuracy,device1,tinyllama-q8,19,complaint,,False,0.0,2.82
E2-accuracy,device1,tinyllama-q8,20,complaint,,False,0.0,3.48
E2-accuracy,device1,tinyllama-q8,21,feedback,,False,0.0,2.66
E2-accuracy,device1,tinyllama-q8,22,feedback,,False,0.0,1.91
E2-accuracy,device1,tinyllama-q8,23,feedback,,False,0.0,1.68
E2-accuracy,device1,tinyllama-q8,24,feedback,,False,0.0,2.41
E2-accuracy,device1,tinyllama-q8,25,feedback,,False,0.0,2.68
E2-accuracy,device1,tinyllama-q8,26,feedback,,False,0.0,3.51
E2-accuracy,device1,tinyllama-q8,27,feedback,,False,0.0,2.97
E2-accuracy,device1,tinyllama-q8,28,feedback,,False,0.0,3.06
E2-accuracy,device1,tinyllama-q8,29,feedback,,False,0.0,2.73
E2-accuracy,device1,tinyllama-q8,30,feedback,,False,0.0,2.83
E2-accuracy,device1,tinyllama-q8,31,spam,,False,0.0,3.09
E2-accuracy,device1,tinyllama-q8,32,spam,,False,0.0,2.56
E2-accuracy,device1,tinyllama-q8,33,spam,,False,0.0,2.71
E2-accuracy,device1,tinyllama-q8,34,spam,,False,0.0,2.36
E2-accuracy,device1,tinyllama-q8,35,spam,,False,0.0,2.33
E2-accuracy,device1,tinyllama-q8,36,spam,,False,0.0,2.93
E2-accuracy,device1,tinyllama-q8,37,spam,,False,0.0,2.63
E2-accuracy,device1,tinyllama-q8,38,spam,,False,0.0,3.58
E2-accuracy,device1,tinyllama-q8,39,spam,,False,0.0,2.16
E2-accuracy,device1,tinyllama-q8,40,spam,,False,0.0,2.69
E2-accuracy,device1,tinyllama-q8,41,urgent,,False,0.0,2.75
E2-accuracy,device1,tinyllama-q8,42,urgent,,False,0.0,2.81
E2-accuracy,device1,tinyllama-q8,43,urgent,,False,0.0,2.84
E2-accuracy,device1,tinyllama-q8,44,urgent,,False,0.0,2.59
E2-accuracy,device1,tinyllama-q8,45,urgent,,False,0.0,2.47
E2-accuracy,device1,tinyllama-q8,46,urgent,,False,0.0,2.42
E2-accuracy,device1,tinyllama-q8,47,urgent,,False,0.0,2.1
E2-accuracy,device1,tinyllama-q8,48,urgent,,False,0.0,2.28
E2-accuracy,device1,tinyllama-q8,49,urgent,,False,0.0,2.5
E2-accuracy,device1,tinyllama-q8,50,urgent,,False,0.0,2.15
E2-accuracy,device1,tinyllama-q8,51,inquiry,,False,0.0,1.95
E2-accuracy,device1,tinyllama-q8,52,inquiry,,False,0.0,1.96
E2-accuracy,device1,tinyllama-q8,53,complaint,,False,0.0,2.3
E2-accuracy,device1,tinyllama-q8,54,complaint,,False,0.0,2.2
E2-accuracy,device1,tinyllama-q8,55,feedback,,False,0.0,2.27
E2-accuracy,device1,tinyllama-q8,56,feedback,,False,0.0,2.9
E2-accuracy,device1,tinyllama-q8,57,spam,,False,0.0,2.1
E2-accuracy,device1,tinyllama-q8,58,spam,,False,0.0,1.76
E2-accuracy,device1,tinyllama-q8,59,urgent,,False,0.0,1.73
E2-accuracy,device1,tinyllama-q8,60,urgent,,False,0.0,1.68
E2-accuracy,device1,tinyllama-q8,61,inquiry,,False,0.0,1.68
E2-accuracy,device1,tinyllama-q8,62,inquiry,,False,0.0,1.55
E2-accuracy,device1,tinyllama-q8,63,complaint,,False,0.0,1.59
E2-accuracy,device1,tinyllama-q8,64,complaint,,False,0.0,4.33
E2-accuracy,device1,tinyllama-q8,65,feedback,,False,0.0,2.51
E2-accuracy,device1,tinyllama-q8,66,feedback,,False,0.0,1.73
E2-accuracy,device1,tinyllama-q8,67,spam,,False,0.0,1.74
E2-accuracy,device1,tinyllama-q8,68,spam,,False,0.0,1.64
E2-accuracy,device1,tinyllama-q8,69,urgent,,False,0.0,1.66
E2-accuracy,device1,tinyllama-q8,70,urgent,,False,0.0,1.57
E2-accuracy,device1,tinyllama-q8,71,inquiry,,False,0.0,2.62
E2-accuracy,device1,tinyllama-q8,72,inquiry,,False,0.0,2.42
E2-accuracy,device1,tinyllama-q8,73,complaint,,False,0.0,2.16
E2-accuracy,device1,tinyllama-q8,74,complaint,,False,0.0,2.06
E2-accuracy,device1,tinyllama-q8,75,feedback,,False,0.0,1.98
E2-accuracy,device1,tinyllama-q8,76,feedback,,False,0.0,2.55
E2-accuracy,device1,tinyllama-q8,77,spam,,False,0.0,1.97
E2-accuracy,device1,tinyllama-q8,78,spam,,False,0.0,1.91
E2-accuracy,device1,tinyllama-q8,79,urgent,,False,0.0,2.26
E2-accuracy,device1,tinyllama-q8,80,urgent,,False,0.0,2.8
E2-accuracy,device1,tinyllama-q8,81,inquiry,,False,0.0,2.09
E2-accuracy,device1,tinyllama-q8,82,inquiry,,False,0.0,1.85
E2-accuracy,device1,tinyllama-q8,83,complaint,,False,0.0,1.58
E2-accuracy,device1,tinyllama-q8,84,complaint,,False,0.0,1.31
E2-accuracy,device1,tinyllama-q8,85,feedback,,False,0.0,1.38
E2-accuracy,device1,tinyllama-q8,86,feedback,,False,0.0,1.47
E2-accuracy,device1,tinyllama-q8,87,spam,,False,0.0,2.67
E2-accuracy,device1,tinyllama-q8,88,spam,,False,0.0,2.15
E2-accuracy,device1,tinyllama-q8,89,urgent,,False,0.0,1.65
E2-accuracy,device1,tinyllama-q8,90,urgent,,False,0.0,1.29
E2-accuracy,device1,tinyllama-q8,91,inquiry,,False,0.0,1.25
E2-accuracy,device1,tinyllama-q8,92,inquiry,,False,0.0,1.52
E2-accuracy,device1,tinyllama-q8,93,complaint,,False,0.0,1.37
E2-accuracy,device1,tinyllama-q8,94,complaint,,False,0.0,1.64
E2-accuracy,device1,tinyllama-q8,95,feedback,,False,0.0,1.55
E2-accuracy,device1,tinyllama-q8,96,feedback,,False,0.0,3.19
E2-accuracy,device1,tinyllama-q8,97,spam,,False,0.0,4.07
E2-accuracy,device1,tinyllama-q8,98,spam,,False,0.0,2.34
E2-accuracy,device1,tinyllama-q8,99,urgent,,False,0.0,1.69
E2-accuracy,device1,tinyllama-q8,100,urgent,,False,0.0,1.53
E2-accuracy,device1,phi3:mini,1,inquiry,inquiry,True,0.1,29090.72
E2-accuracy,device1,phi3:mini,2,inquiry,inquiry,True,0.43,6206.78
E2-accuracy,device1,phi3:mini,3,inquiry,inquiry,True,0.41,6749.8
E2-accuracy,device1,phi3:mini,4,inquiry,inquiry,True,0.5,5417.16
E2-accuracy,device1,phi3:mini,5,inquiry,inquiry,True,0.46,5942.55
E2-accuracy,device1,phi3:mini,6,inquiry,inquiry,True,0.48,5678.44
E2-accuracy,device1,phi3:mini,7,inquiry,inquiry,True,0.5,5437.66
E2-accuracy,device1,phi3:mini,8,inquiry,urgent,False,0.31,5961.19
E2-accuracy,device1,phi3:mini,9,inquiry,inquiry,True,0.5,5391.49
E2-accuracy,device1,phi3:mini,10,inquiry,inquiry,True,0.42,6456.48
E2-accuracy,device1,phi3:mini,11,complaint,complaint,True,0.49,5525.16
E2-accuracy,device1,phi3:mini,12,complaint,complaint,True,0.49,5574.02
E2-accuracy,device1,phi3:mini,13,complaint,complaint,True,0.41,6576.38
E2-accuracy,device1,phi3:mini,14,complaint,complaint,True,0.44,6204.14
E2-accuracy,device1,phi3:mini,15,complaint,complaint,True,0.49,5465.76
E2-accuracy,device1,phi3:mini,16,complaint,complaint,True,0.45,6030.44
E2-accuracy,device1,phi3:mini,17,complaint,complaint,True,0.43,6471.27
E2-accuracy,device1,phi3:mini,18,complaint,complaint,True,0.47,5863.96
E2-accuracy,device1,phi3:mini,19,complaint,complaint,True,0.42,6513.65
E2-accuracy,device1,phi3:mini,20,complaint,complaint,True,0.45,6061.56
E2-accuracy,device1,phi3:mini,21,feedback,feedback,True,0.33,5646.31
E2-accuracy,device1,phi3:mini,22,feedback,feedback,True,0.36,5181.08
E2-accuracy,device1,phi3:mini,23,feedback,feedback,True,0.3,6381.11
E2-accuracy,device1,phi3:mini,24,feedback,feedback,True,0.27,6863.53
E2-accuracy,device1,phi3:mini,25,feedback,feedback,True,0.31,6027.16
E2-accuracy,device1,phi3:mini,26,feedback,complaint,False,0.45,6113.25
E2-accuracy,device1,phi3:mini,27,feedback,feedback,True,0.3,6280.34
E2-accuracy,device1,phi3:mini,28,feedback,complaint,False,0.42,6011.86
E2-accuracy,device1,phi3:mini,29,feedback,feedback,True,0.33,5726.84
E2-accuracy,device1,phi3:mini,30,feedback,complaint,False,0.54,4960.14
E2-accuracy,device1,phi3:mini,31,spam,spam,True,0.29,6592.18
E2-accuracy,device1,phi3:mini,32,spam,urgent,False,0.31,6059.42
E2-accuracy,device1,phi3:mini,33,spam,spam,True,0.32,5777.07
E2-accuracy,device1,phi3:mini,34,spam,spam,True,0.24,8010.22
E2-accuracy,device1,phi3:mini,35,spam,spam,True,0.22,8535.81
E2-accuracy,device1,phi3:mini,36,spam,spam,True,0.23,8331.83
E2-accuracy,device1,phi3:mini,37,spam,spam,True,0.29,6583.73
E2-accuracy,device1,phi3:mini,38,spam,spam,True,0.28,6717.0
E2-accuracy,device1,phi3:mini,39,spam,spam,True,0.27,6861.54
E2-accuracy,device1,phi3:mini,40,spam,spam,True,0.21,8830.15
E2-accuracy,device1,phi3:mini,41,urgent,urgent,True,0.22,8413.32
E2-accuracy,device1,phi3:mini,42,urgent,urgent,True,0.3,6226.43
E2-accuracy,device1,phi3:mini,43,urgent,urgent,True,0.3,6280.82
E2-accuracy,device1,phi3:mini,44,urgent,urgent,True,0.25,7672.44
E2-accuracy,device1,phi3:mini,45,urgent,urgent,True,0.32,5891.07
E2-accuracy,device1,phi3:mini,46,urgent,urgent,True,0.28,6638.88
